Survived,Pclass,Sex,SibSp,Parch,Fare,Age,Embarked_C,Embarked_Q,Embarked_S
1,3,1,0,0,8.1125,30.0,0,0,1
1,1,1,0,2,81.8583,4.0,0,0,1
1,2,0,0,1,19.5,13.0,0,0,1
1,1,1,0,0,26.55,34.0,0,0,1
1,3,0,2,1,19.2583,5.0,1,0,0
1,1,1,0,0,30.5,52.0,0,0,1
0,2,1,1,2,27.75,36.0,0,0,1
0,3,1,1,0,19.9667,30.0,0,0,1
0,1,1,0,0,27.75,30.0,1,0,0
1,1,1,1,0,89.1042,49.0,1,0,0
0,3,1,0,0,8.05,30.0,0,0,1
1,3,1,0,0,7.8958,29.0,1,0,0
0,1,1,0,0,26.55,65.0,0,0,1
1,1,0,1,0,51.8625,35.0,0,0,1
1,2,0,0,0,10.5,50.0,0,0,1
0,3,1,0,0,7.75,30.0,0,1,0
1,1,1,0,0,26.55,48.0,0,0,1
0,3,1,0,0,8.05,34.0,0,0,1
0,1,1,0,0,38.5,47.0,0,0,1
0,2,1,0,0,13.0,48.0,0,0,1
0,3,1,0,0,8.05,30.0,0,0,1
0,3,1,0,0,7.05,38.0,0,0,1
0,2,1,0,0,0.0,30.0,0,0,1
0,1,1,0,0,26.55,56.0,0,0,1
0,3,1,0,0,7.725,30.0,0,1,0
1,3,0,2,1,19.2583,0.75,1,0,0
0,3,1,0,0,7.25,30.0,0,0,1
0,3,1,0,0,8.6625,38.0,0,0,1
1,2,0,1,2,27.75,33.0,0,0,1
1,2,0,0,0,13.7917,23.0,1,0,0
0,3,0,0,0,9.8375,22.0,0,0,1
0,1,1,0,0,52.0,30.0,0,0,1
0,2,1,1,0,21.0,34.0,0,0,1
0,3,1,1,0,7.0458,29.0,0,0,1
0,3,1,0,0,7.5208,22.0,0,0,1
1,3,0,0,1,12.2875,2.0,0,0,1
0,3,1,5,2,46.9,9.0,0,0,1
0,2,1,0,0,0.0,30.0,0,0,1
0,3,1,0,0,8.05,50.0,0,0,1
1,3,0,0,0,9.5875,63.0,0,0,1
1,1,1,1,0,91.0792,25.0,1,0,0
0,3,0,3,1,25.4667,21.0,0,0,1
1,1,0,1,0,90.0,35.0,0,0,1
0,1,1,0,0,29.7,58.0,1,0,0
0,3,1,0,0,8.05,30.0,0,0,1
1,3,1,1,1,15.9,9.0,0,0,1
0,3,1,1,0,19.9667,30.0,0,0,1
0,3,1,0,0,7.25,21.0,0,0,1
0,1,1,0,0,30.5,55.0,0,0,1
0,1,1,0,0,49.5042,71.0,1,0,0
0,3,1,0,0,8.05,21.0,0,0,1
0,3,1,0,0,14.4583,30.0,1,0,0
1,1,0,1,0,78.2667,54.0,1,0,0
0,3,1,0,0,15.1,30.0,0,0,1
0,1,0,1,2,151.55,25.0,0,0,1
0,3,1,0,0,7.7958,24.0,0,0,1
0,3,1,0,0,8.6625,17.0,0,0,1
0,3,0,0,0,7.75,21.0,0,1,0
0,3,0,0,0,7.6292,21.0,0,1,0
0,3,0,0,0,9.5875,37.0,0,0,1
1,1,0,0,0,86.5,16.0,0,0,1
0,1,1,1,0,108.9,18.0,1,0,0
1,2,0,0,2,26.0,33.0,0,0,1
1,1,1,0,0,26.55,30.0,0,0,1
0,3,1,0,0,22.525,28.0,0,0,1
1,3,1,0,0,56.4958,26.0,0,0,1
1,3,1,0,0,7.75,29.0,0,1,0
0,3,1,0,0,8.05,30.0,0,0,1
1,1,1,0,0,26.2875,36.0,0,0,1
1,1,0,1,0,59.4,54.0,1,0,0
0,3,1,0,0,7.4958,24.0,0,0,1
0,1,1,0,0,34.0208,47.0,0,0,1
1,2,0,0,0,10.5,34.0,0,0,1
0,3,1,0,0,24.15,30.0,0,1,0
1,2,0,1,0,26.0,36.0,0,0,1
0,3,1,0,0,7.8958,32.0,0,0,1
1,1,0,0,0,93.5,30.0,0,0,1
0,3,1,0,0,7.8958,22.0,0,0,1
0,3,1,0,0,7.225,30.0,1,0,0
1,1,0,0,1,57.9792,44.0,1,0,0
0,3,1,0,0,7.2292,30.0,1,0,0
0,3,1,0,0,7.75,40.5,0,1,0
1,2,0,0,0,10.5,50.0,0,0,1
0,1,1,0,0,221.7792,30.0,0,0,1
0,3,1,0,0,7.925,39.0,0,0,1
0,2,1,2,1,11.5,23.0,0,0,1
1,2,0,1,1,26.0,2.0,0,0,1
0,3,1,0,0,7.2292,30.0,1,0,0
0,3,1,1,1,7.2292,17.0,1,0,0
1,3,0,0,2,22.3583,35.0,1,0,0
0,3,0,0,0,8.6625,30.0,0,0,1
1,2,0,0,2,26.25,7.0,0,0,1
0,1,1,0,0,26.55,45.0,0,0,1
1,1,0,0,0,106.425,30.0,1,0,0
0,3,1,0,0,14.5,30.0,0,0,1
1,1,0,0,2,49.5,22.0,1,0,0
1,1,0,0,2,71.0,36.0,0,0,1
0,3,0,4,2,31.275,9.0,0,0,1
0,3,0,4,2,31.275,11.0,0,0,1
1,2,1,1,0,26.0,32.0,0,0,1
0,1,1,1,0,106.425,50.0,1,0,0
0,1,1,0,0,26.0,64.0,0,0,1
1,2,0,1,0,26.0,19.0,0,0,1
1,2,1,0,0,13.8625,30.0,1,0,0
0,3,1,1,1,20.525,33.0,0,0,1
1,2,1,1,1,36.75,8.0,0,0,1
1,1,1,0,2,110.8833,17.0,1,0,0
0,2,1,0,0,26.0,27.0,0,0,1
0,3,1,0,0,7.8292,30.0,0,1,0
1,3,1,0,0,7.225,22.0,1,0,0
1,3,0,0,0,7.775,22.0,0,0,1
0,1,1,0,0,26.55,62.0,0,0,1
1,1,0,1,0,39.6,48.0,1,0,0
0,1,1,0,0,227.525,30.0,1,0,0
1,1,0,1,1,79.65,39.0,0,0,1
1,3,0,1,0,17.4,36.0,0,0,1
0,3,1,0,0,7.75,30.0,0,1,0
0,3,1,0,0,7.8958,40.0,0,0,1
0,2,1,0,0,13.5,28.0,0,0,1
0,3,1,0,0,8.05,30.0,0,0,1
0,3,0,0,0,8.05,21.0,0,0,1
0,3,1,2,0,24.15,24.0,0,0,1
0,3,1,0,0,7.8958,19.0,0,0,1
0,3,0,0,4,21.075,29.0,0,0,1
0,3,1,0,0,7.2292,30.0,1,0,0
1,3,1,0,0,7.8542,32.0,0,0,1
1,2,1,0,0,10.5,62.0,0,0,1
1,1,0,2,0,51.4792,53.0,0,0,1
1,1,1,0,0,26.3875,36.0,0,0,1
1,3,0,0,0,7.75,21.0,0,1,0
0,3,1,0,0,8.05,16.0,0,0,1
0,3,1,0,0,14.5,19.0,0,0,1
1,2,0,0,0,13.0,34.0,0,0,1
1,1,0,1,0,55.9,39.0,0,0,1
0,3,0,1,0,14.4583,35.0,1,0,0
1,3,1,0,0,7.925,32.0,0,0,1
1,2,0,1,1,30.0,25.0,0,0,1
1,1,0,1,1,110.8833,39.0,1,0,0
0,2,1,0,0,26.0,54.0,0,0,1
0,1,1,0,0,40.125,36.0,1,0,0
0,3,1,0,0,8.7125,30.0,1,0,0
1,1,0,0,2,79.65,18.0,0,0,1
0,2,1,0,0,15.0,47.0,0,0,1
1,1,1,1,1,79.2,60.0,1,0,0
0,3,1,0,0,8.05,22.0,0,0,1
0,3,1,0,0,8.05,30.0,0,0,1
0,3,1,0,0,7.125,35.0,0,0,1
1,1,0,1,0,78.2667,52.0,1,0,0
0,3,1,0,0,7.25,47.0,0,0,1
0,3,0,0,2,7.75,21.0,0,1,0
0,2,1,1,0,26.0,37.0,0,0,1
0,3,1,1,1,24.15,36.0,0,0,1
1,2,0,0,0,33.0,21.0,0,0,1
0,3,1,0,0,0.0,49.0,0,0,1
0,3,1,0,0,7.225,30.0,1,0,0
1,1,1,1,0,56.9292,49.0,1,0,0
1,2,0,2,1,27.0,24.0,0,0,1
0,3,1,0,0,7.8958,30.0,0,0,1
0,1,1,0,0,42.4,30.0,0,0,1
0,3,1,0,0,8.05,44.0,0,0,1
1,1,1,0,0,26.55,35.0,1,0,0
0,3,1,1,0,15.55,36.0,0,0,1
0,3,1,0,0,7.8958,30.0,0,0,1
1,1,1,0,0,30.5,27.0,0,0,1
1,2,0,1,2,41.5792,22.0,1,0,0
1,1,0,0,0,153.4625,40.0,0,0,1
0,3,0,1,5,31.275,39.0,0,0,1
0,3,1,0,0,7.05,30.0,0,0,1
1,3,0,1,0,15.5,21.0,0,1,0
0,3,1,0,0,7.75,30.0,0,1,0
0,3,1,0,0,8.05,35.0,0,0,1
1,2,0,1,2,65.0,24.0,0,0,1
0,3,1,1,1,14.4,34.0,0,0,1
0,3,0,1,0,16.1,26.0,0,0,1
1,2,0,2,1,39.0,4.0,0,0,1
0,2,1,0,0,10.5,26.0,0,0,1
0,3,1,1,0,14.4542,27.0,1,0,0
1,1,1,1,0,52.5542,42.0,0,0,1
1,3,1,1,1,15.7417,20.0,1,0,0
0,3,1,0,0,7.8542,21.0,0,0,1
0,3,1,0,0,16.1,21.0,0,0,1
0,1,1,0,0,32.3208,61.0,0,0,1
0,2,1,0,0,12.35,57.0,0,1,0
1,1,0,0,0,77.9583,21.0,0,0,1
0,3,1,0,0,7.8958,26.0,0,0,1
0,3,1,0,0,7.7333,30.0,0,1,0
1,1,1,0,0,30.0,80.0,0,0,1
0,3,1,0,0,7.0542,51.0,0,0,1
1,1,1,0,0,30.5,32.0,1,0,0
0,1,1,0,0,0.0,30.0,0,0,1
0,3,0,3,2,27.9,9.0,0,0,1
1,2,0,0,0,13.0,28.0,0,0,1
0,3,1,0,0,7.925,32.0,0,0,1
0,2,1,1,1,26.25,31.0,0,0,1
0,3,0,0,5,39.6875,41.0,0,0,1
0,3,1,1,0,16.1,30.0,0,0,1
0,3,1,0,0,7.8542,20.0,0,0,1
1,1,0,0,0,69.3,24.0,1,0,0
0,3,0,3,2,27.9,2.0,0,0,1
1,3,1,0,0,56.4958,30.0,0,0,1
1,3,0,2,1,19.2583,0.75,1,0,0
1,1,1,1,0,76.7292,48.0,1,0,0
0,3,1,0,0,7.8958,19.0,0,0,1
1,1,1,0,0,35.5,56.0,1,0,0
0,3,1,0,0,7.55,30.0,0,0,1
1,3,0,0,0,7.55,23.0,0,0,1
0,3,1,0,0,7.8958,30.0,0,0,1
1,2,0,0,1,23.0,18.0,0,0,1
0,3,1,0,0,8.4333,21.0,0,0,1
1,3,0,0,0,7.8292,21.0,0,1,0
0,3,0,0,0,6.75,18.0,0,1,0
0,2,1,2,0,73.5,24.0,0,0,1
0,3,1,0,0,7.8958,30.0,0,0,1
0,3,0,1,1,15.5,32.0,0,1,0
0,2,1,0,0,13.0,23.0,0,0,1
0,1,1,0,2,113.275,58.0,1,0,0
1,1,1,2,0,133.65,50.0,0,0,1
0,3,1,0,0,7.225,40.0,1,0,0
0,1,1,0,0,25.5875,47.0,0,0,1
0,3,1,0,0,7.4958,36.0,0,0,1
1,3,1,1,0,7.925,20.0,0,0,1
0,2,1,2,0,73.5,32.0,0,0,1
0,2,1,0,0,13.0,25.0,0,0,1
0,3,1,0,0,7.775,30.0,0,0,1
0,3,1,0,0,8.05,43.0,0,0,1
1,1,0,1,0,52.0,35.0,0,0,1
1,2,0,1,1,39.0,40.0,0,0,1
0,1,1,1,0,52.0,31.0,0,0,1
0,2,1,0,0,10.5,70.0,0,0,1
1,2,1,0,0,13.0,31.0,0,0,1
0,2,1,0,0,0.0,30.0,0,0,1
0,3,1,0,0,7.775,18.0,0,0,1
0,3,1,0,0,8.05,24.5,0,0,1
1,3,0,0,0,9.8417,18.0,0,0,1
0,3,0,1,6,46.9,43.0,0,0,1
1,1,1,0,1,512.3292,36.0,1,0,0
0,3,0,0,0,8.1375,21.0,0,1,0
1,1,1,0,0,76.7292,27.0,1,0,0
0,3,1,0,0,9.225,20.0,0,0,1
0,3,1,5,2,46.9,14.0,0,0,1
0,2,1,1,1,39.0,60.0,0,0,1
0,2,1,1,2,41.5792,25.0,1,0,0
0,3,1,4,1,39.6875,14.0,0,0,1
0,3,1,0,0,10.1708,19.0,0,0,1
0,3,1,0,0,7.7958,18.0,0,0,1
1,1,0,0,1,211.3375,15.0,0,0,1
1,1,1,1,0,57.0,31.0,0,0,1
1,3,0,0,1,13.4167,4.0,1,0,0
1,3,1,0,0,56.4958,30.0,0,0,1
0,3,1,0,0,7.225,25.0,1,0,0
0,1,1,0,0,26.55,60.0,0,0,1
0,2,1,0,0,13.5,52.0,0,0,1
0,3,1,0,0,8.05,44.0,0,0,1
1,3,0,0,0,7.7333,21.0,0,1,0
0,1,1,1,1,110.8833,49.0,1,0,0
0,3,1,0,0,7.65,42.0,0,0,1
1,1,0,1,0,227.525,18.0,1,0,0
1,1,1,0,0,26.2875,35.0,0,0,1
0,3,0,0,1,14.4542,18.0,1,0,0
0,3,1,0,0,7.7417,25.0,0,1,0
0,3,1,1,0,7.8542,26.0,0,0,1
0,2,1,0,0,26.0,39.0,0,0,1
1,2,0,0,0,13.5,45.0,0,0,1
1,1,1,0,0,26.2875,42.0,0,0,1
1,1,0,0,0,151.55,22.0,0,0,1
1,3,1,1,1,15.2458,3.5,1,0,0
1,1,0,0,0,49.5042,24.0,1,0,0
0,1,1,0,0,26.55,30.0,0,0,1
1,1,1,1,0,52.0,48.0,0,0,1
0,3,1,0,0,9.4833,29.0,0,0,1
0,2,1,0,0,13.0,52.0,0,0,1
0,3,1,0,0,7.65,19.0,0,0,1
1,1,0,0,0,227.525,38.0,1,0,0
1,2,0,0,0,10.5,27.0,0,0,1
0,3,1,0,0,15.5,30.0,0,1,0
0,3,1,0,0,7.775,33.0,0,0,1
1,2,0,0,1,33.0,6.0,0,0,1
0,3,1,1,0,7.0542,17.0,0,0,1
0,2,1,0,0,13.0,34.0,0,0,1
0,2,1,0,0,13.0,50.0,0,0,1
1,1,1,1,0,53.1,27.0,0,0,1
0,3,1,0,0,8.6625,20.0,0,0,1
1,2,0,3,0,21.0,30.0,0,0,1
1,3,0,0,0,7.7375,21.0,0,1,0
0,2,1,1,0,26.0,25.0,0,0,1
0,3,0,1,0,7.925,25.0,0,0,1
1,1,0,0,0,211.3375,29.0,0,0,1
0,3,1,0,0,18.7875,11.0,1,0,0
0,2,1,0,0,0.0,30.0,0,0,1
0,2,1,0,0,13.0,23.0,0,0,1
0,2,1,0,0,13.0,23.0,0,0,1
0,3,1,0,0,16.1,28.5,0,0,1
0,3,0,1,3,34.375,48.0,0,0,1
1,1,1,0,0,512.3292,35.0,1,0,0
0,3,1,0,0,7.8958,30.0,0,0,1
0,3,1,0,0,7.8958,30.0,0,0,1
1,1,1,0,0,30.0,30.0,0,0,1
0,1,1,1,0,78.85,36.0,0,0,1
1,1,0,2,2,262.375,21.0,1,0,0
0,3,1,1,0,16.1,24.0,0,0,1
1,3,1,0,0,7.925,31.0,0,0,1
0,1,1,1,1,71.0,70.0,0,0,1
0,3,1,1,1,20.25,16.0,0,0,1
1,2,0,0,0,13.0,30.0,0,0,1
0,1,1,1,0,53.1,19.0,0,0,1
0,3,1,0,0,7.75,31.0,0,1,0
1,2,0,1,1,23.0,4.0,0,0,1
1,3,1,0,1,12.475,6.0,0,0,1
0,3,1,0,0,9.5,33.0,0,0,1
0,3,1,0,0,7.8958,23.0,0,0,1
1,2,0,1,2,65.0,48.0,0,0,1
1,2,1,1,1,14.5,0.67,0,0,1
0,3,1,0,0,7.7958,28.0,0,0,1
0,2,1,0,0,11.5,18.0,0,0,1
0,3,1,0,0,8.05,34.0,0,0,1
1,1,0,0,0,86.5,33.0,0,0,1
0,3,1,0,0,14.5,30.0,0,0,1
0,3,1,0,0,7.125,41.0,0,0,1
1,3,1,0,0,7.2292,20.0,1,0,0
1,1,0,1,2,120.0,36.0,0,0,1
0,3,1,0,0,7.775,16.0,0,0,1
1,1,0,1,0,77.9583,51.0,0,0,1
0,1,1,0,0,39.6,46.5,1,0,0
0,3,0,0,0,7.75,30.5,0,1,0
0,3,1,1,0,24.15,30.0,0,1,0
0,3,1,0,0,8.3625,32.0,0,0,1
0,3,1,0,0,9.5,24.0,0,0,1
0,3,1,0,0,7.8542,48.0,0,0,1
0,2,0,0,0,10.5,57.0,0,0,1
0,3,1,0,0,7.225,30.0,1,0,0
1,2,0,1,3,23.0,54.0,0,0,1
0,3,1,0,0,7.75,18.0,0,0,1
0,3,1,0,0,7.75,30.0,0,1,0
1,3,0,0,0,12.475,5.0,0,0,1
0,3,1,0,0,7.7375,30.0,0,1,0
1,1,0,0,1,211.3375,43.0,0,0,1
1,3,0,0,0,7.2292,13.0,1,0,0
1,1,0,1,0,57.0,17.0,0,0,1
0,1,1,0,0,30.0,29.0,0,0,1
0,3,1,1,2,23.45,30.0,0,0,1
0,3,1,0,0,7.05,25.0,0,0,1
0,3,1,0,0,7.25,25.0,0,0,1
1,3,0,0,0,7.4958,18.0,0,0,1
0,3,1,4,1,29.125,8.0,0,1,0
1,3,1,1,2,20.575,1.0,0,0,1
0,1,1,0,0,79.2,46.0,1,0,0
0,3,1,0,0,7.75,30.0,0,1,0
0,2,1,0,0,26.0,16.0,0,0,1
0,3,0,8,2,69.55,21.0,0,0,1
0,1,1,0,0,30.6958,30.0,1,0,0
0,3,1,0,0,7.8958,25.0,0,0,1
0,2,1,0,0,13.0,39.0,0,0,1
1,1,0,0,0,25.9292,49.0,0,0,1
1,3,0,0,0,8.6833,31.0,0,0,1
0,3,1,0,0,7.2292,30.0,1,0,0
0,3,0,1,1,24.15,30.0,0,0,1
0,2,1,0,0,13.0,34.0,0,0,1
1,2,0,1,1,26.25,31.0,0,0,1
1,1,1,1,2,120.0,11.0,0,0,1
1,3,1,0,1,8.5167,0.42,1,0,0
1,3,1,0,0,6.975,27.0,0,0,1
0,3,1,0,0,7.775,31.0,0,0,1
0,1,1,0,0,0.0,39.0,0,0,1
0,3,0,0,0,7.775,18.0,0,0,1
0,2,1,0,0,13.0,39.0,0,0,1
1,1,0,1,0,53.1,33.0,0,0,1
0,3,1,0,0,7.8875,26.0,0,0,1
0,3,1,0,0,24.15,39.0,0,0,1
0,2,1,0,0,10.5,35.0,0,0,1
0,3,0,4,2,31.275,6.0,0,0,1
0,3,1,0,0,8.05,30.5,0,0,1
0,1,1,0,0,0.0,30.0,0,0,1
0,3,0,0,0,7.925,23.0,0,0,1
0,2,1,1,1,37.0042,31.0,1,0,0
0,3,1,0,0,6.45,43.0,0,0,1
0,3,1,3,2,27.9,10.0,0,0,1
1,1,0,1,1,93.5,52.0,0,0,1
1,3,1,0,0,8.6625,27.0,0,0,1
0,1,1,0,0,0.0,38.0,0,0,1
1,3,0,0,1,12.475,27.0,0,0,1
0,3,1,4,1,39.6875,2.0,0,0,1
0,3,1,0,0,6.95,30.0,0,1,0
0,3,1,0,0,56.4958,30.0,0,0,1
1,2,1,0,2,37.0042,1.0,1,0,0
1,3,1,0,0,7.75,30.0,0,1,0
1,3,0,1,0,14.4542,15.0,1,0,0
1,2,1,1,1,18.75,0.83,0,0,1
0,3,1,0,0,7.2292,30.0,1,0,0
0,3,1,0,0,7.8542,23.0,0,0,1
0,3,1,0,0,8.3,18.0,0,0,1
1,1,0,1,1,83.1583,39.0,1,0,0
0,3,1,0,0,8.6625,21.0,0,0,1
0,3,1,0,0,8.05,30.0,0,0,1
1,3,1,0,0,56.4958,32.0,0,0,1
1,1,1,0,0,29.7,30.0,1,0,0
0,3,1,0,0,7.925,20.0,0,0,1
0,2,1,0,0,10.5,16.0,0,0,1
1,1,0,0,0,31.0,30.0,1,0,0
0,3,1,0,0,6.4375,34.5,1,0,0
0,3,1,0,0,8.6625,17.0,0,0,1
0,3,1,0,0,7.55,42.0,0,0,1
0,3,1,8,2,69.55,30.0,0,0,1
0,3,1,0,0,7.8958,35.0,1,0,0
0,2,1,0,1,33.0,28.0,0,0,1
1,1,0,1,0,89.1042,35.0,1,0,0
0,3,1,4,2,31.275,4.0,0,0,1
0,3,1,0,0,7.775,74.0,0,0,1
0,3,0,1,1,15.2458,9.0,1,0,0
1,1,0,0,1,39.4,16.0,0,0,1
0,2,0,1,0,26.0,44.0,0,0,1
1,3,0,0,1,9.35,18.0,0,0,1
1,1,0,1,1,164.8667,45.0,0,0,1
1,1,1,0,0,26.55,51.0,0,0,1
1,3,0,0,3,19.2583,24.0,1,0,0
0,3,1,0,0,7.2292,30.0,1,0,0
0,3,1,2,0,14.1083,41.0,0,0,1
0,2,1,1,0,11.5,21.0,0,0,1
1,1,0,0,0,25.9292,48.0,0,0,1
0,3,0,8,2,69.55,21.0,0,0,1
0,2,1,0,0,13.0,24.0,0,0,1
1,2,0,0,0,13.0,42.0,0,0,1
1,2,0,1,0,13.8583,27.0,1,0,0
0,1,1,0,0,50.4958,31.0,0,0,1
0,3,1,0,0,9.5,30.0,0,0,1
1,3,1,1,1,11.1333,4.0,0,0,1
0,3,1,0,0,7.8958,26.0,0,0,1
1,1,0,1,1,52.5542,47.0,0,0,1
0,1,1,0,0,5.0,33.0,0,0,1
0,3,1,0,0,9.0,47.0,0,0,1
1,2,0,1,0,24.0,28.0,1,0,0
1,3,0,0,0,7.225,15.0,1,0,0
0,3,1,0,0,9.8458,20.0,0,0,1
0,3,1,0,0,7.8958,19.0,0,0,1
0,3,1,0,0,7.8958,30.0,0,0,1
1,1,0,0,1,83.1583,56.0,1,0,0
1,2,0,0,1,26.0,25.0,0,0,1
0,3,1,0,0,7.8958,33.0,0,0,1
0,3,0,0,0,10.5167,22.0,0,0,1
0,2,1,0,0,10.5,28.0,0,0,1
0,3,1,0,0,7.05,25.0,0,0,1
0,3,0,0,5,29.125,39.0,0,1,0
0,2,1,0,0,13.0,27.0,0,0,1
1,1,0,0,0,30.0,19.0,0,0,1
0,3,0,1,2,23.45,21.0,0,0,1
1,1,1,0,0,30.0,26.0,1,0,0
0,3,1,0,0,7.75,32.0,0,1,0
